Date,Index_Close,Index_return
06-01-2022,17745.90039,-0.010005417
07-01-2022,17812.69922,0.003764184
10-01-2022,18003.30078,0.010700319
11-01-2022,18055.75,0.002913311
12-01-2022,18212.34961,0.008673116
13-01-2022,18257.80078,0.002495624
14-01-2022,18255.75,-0.000112324
17-01-2022,18308.09961,0.002867568
18-01-2022,18113.05078,-0.010653691
19-01-2022,17938.40039,-0.00964224
20-01-2022,17757,-0.010112406
21-01-2022,17617.15039,-0.007875745
24-01-2022,17149.09961,-0.026567905
25-01-2022,17277.94922,0.007513491
27-01-2022,17110.15039,-0.009711733
28-01-2022,17101.94922,-0.000479316
31-01-2022,17339.84961,0.013910718
01-02-2022,17576.84961,0.013667939
02-02-2022,17780,0.011557839
03-02-2022,17560.19922,-0.012362249
04-02-2022,17516.30078,-0.002499883
07-02-2022,17213.59961,-0.017281113
08-02-2022,17266.75,0.003087698
09-02-2022,17463.80078,0.011412152
10-02-2022,17605.84961,0.008133901
11-02-2022,17374.75,-0.013126297
14-02-2022,16842.80078,-0.030616223
15-02-2022,17352.44922,0.030259126
16-02-2022,17322.19922,-0.00174327
17-02-2022,17304.59961,-0.001016015
18-02-2022,17276.30078,-0.001635336
21-02-2022,17206.65039,-0.004031557
22-02-2022,17092.19922,-0.006651566
23-02-2022,17063.25,-0.001693709
24-02-2022,16247.9502,-0.047781038
25-02-2022,16658.40039,0.02526166
28-02-2022,16793.90039,0.008134034
02-03-2022,16605.94922,-0.011191633
03-03-2022,16498.05078,-0.006497577
04-03-2022,16245.34961,-0.015317032
07-03-2022,15863.15039,-0.023526685
08-03-2022,16013.4502,0.009474777
09-03-2022,16345.34961,0.02072629
10-03-2022,16594.90039,0.015267387
11-03-2022,16630.44922,0.002142154
14-03-2022,16871.30078,0.014482565
15-03-2022,16663,-0.012346457
16-03-2022,16975.34961,0.0187451
17-03-2022,17287.05078,0.018361988
21-03-2022,17117.59961,-0.009802202
22-03-2022,17315.5,0.011561223
23-03-2022,17245.65039,-0.004033935
24-03-2022,17222.75,-0.001327894
25-03-2022,17153,-0.004049876
28-03-2022,17222,0.00402262
29-03-2022,17325.30078,0.005998187
30-03-2022,17498.25,0.009982466
31-03-2022,17464.75,-0.001914477
01-04-2022,17670.44922,0.011777965
04-04-2022,18053.40039,0.021671841
05-04-2022,17957.40039,-0.005317558
06-04-2022,17807.65039,-0.00833918
07-04-2022,17639.55078,-0.009439741
08-04-2022,17784.34961,0.008208759
11-04-2022,17674.94922,-0.006151498
12-04-2022,17530.30078,-0.008183811
13-04-2022,17475.65039,-0.003117482
18-04-2022,17173.65039,-0.017281188
19-04-2022,16958.65039,-0.012519179
20-04-2022,17136.55078,0.010490245
21-04-2022,17392.59961,0.014941678
22-04-2022,17171.94922,-0.012686453
25-04-2022,16953.94922,-0.012695123
26-04-2022,17200.80078,0.014560122
27-04-2022,17038.40039,-0.009441444
28-04-2022,17245.05078,0.012128509
29-04-2022,17102.55078,-0.00826324
02-05-2022,17069.09961,-0.001955917
04-05-2022,16677.59961,-0.022936183
05-05-2022,16682.65039,0.000302848
06-05-2022,16411.25,-0.016268422
09-05-2022,16301.84961,-0.006666183
10-05-2022,16240.0498,-0.003790969
11-05-2022,16167.09961,-0.004491993
12-05-2022,15808,-0.022211752
13-05-2022,15782.15039,-0.001635223
16-05-2022,15842.2998,0.003811231
17-05-2022,16259.2998,0.026321936
18-05-2022,16240.2998,-0.001168562
19-05-2022,15809.40039,-0.026532725
20-05-2022,16266.15039,0.028891039
23-05-2022,16214.7002,-0.003163022
24-05-2022,16125.15039,-0.005522754
25-05-2022,16025.7998,-0.006161219
26-05-2022,16170.15039,0.009007387
27-05-2022,16352.4502,0.011273847
30-05-2022,16661.40039,0.018893205
31-05-2022,16584.55078,-0.004612434
01-06-2022,16522.75,-0.003726407
02-06-2022,16628,0.006370005
03-06-2022,16584.30078,-0.00262805
06-06-2022,16569.55078,-0.000889395
07-06-2022,16416.34961,-0.009245946
08-06-2022,16356.25,-0.003660961
09-06-2022,16478.09961,0.007449728
10-06-2022,16201.7998,-0.016767698
13-06-2022,15774.40039,-0.026379749
14-06-2022,15732.09961,-0.002681609
15-06-2022,15692.15039,-0.002539344
16-06-2022,15360.59961,-0.021128448
17-06-2022,15293.5,-0.004368294
20-06-2022,15350.15039,0.003704214
21-06-2022,15638.7998,0.018804338
22-06-2022,15413.2998,-0.014419265
23-06-2022,15556.65039,0.009300448
24-06-2022,15699.25,0.009166473
27-06-2022,15832.0498,0.00845899
28-06-2022,15850.2002,0.001146433
29-06-2022,15799.09961,-0.003223971
30-06-2022,15780.25,-0.001193081
01-07-2022,15752.0498,-0.001787056
04-07-2022,15835.34961,0.005288188
05-07-2022,15810.84961,-0.001547171
06-07-2022,15989.7998,0.01131819
07-07-2022,16132.90039,0.008949492
08-07-2022,16220.59961,0.005436048
11-07-2022,16216,-0.000283566
12-07-2022,16058.2998,-0.009724975
13-07-2022,15966.65039,-0.005707293
14-07-2022,15938.65039,-0.001753655
15-07-2022,16049.2002,0.006935958
18-07-2022,16278.5,0.014287304
19-07-2022,16340.5498,0.003811764
20-07-2022,16520.84961,0.011033889
21-07-2022,16605.25,0.00510872
22-07-2022,16719.44922,0.006877296
25-07-2022,16631,-0.005290199
26-07-2022,16483.84961,-0.008847958
27-07-2022,16641.80078,0.009582177
28-07-2022,16929.59961,0.017293731
29-07-2022,17158.25,0.013505954
01-08-2022,17340.05078,0.010595532
02-08-2022,17345.44922,0.000311328
03-08-2022,17388.15039,0.002461808
04-08-2022,17382,-0.000353712
05-08-2022,17397.5,0.000891727
08-08-2022,17525.09961,0.007334365
10-08-2022,17534.75,0.000550661
11-08-2022,17659,0.007085929
12-08-2022,17698.15039,0.002217022
16-08-2022,17825.25,0.007181519
17-08-2022,17944.25,0.006675923
18-08-2022,17956.5,0.00068267
19-08-2022,17758.44922,-0.011029476
22-08-2022,17490.69922,-0.01507733
23-08-2022,17577.5,0.004962682
24-08-2022,17604.94922,0.001561611
25-08-2022,17522.44922,-0.004686182
26-08-2022,17558.90039,0.002080256
29-08-2022,17312.90039,-0.014009989
30-08-2022,17759.30078,0.025784264
01-09-2022,17542.80078,-0.012190795
02-09-2022,17539.44922,-0.000191051
05-09-2022,17665.80078,0.00720385
06-09-2022,17655.59961,-0.000577453
07-09-2022,17624.40039,-0.0017671
08-09-2022,17798.75,0.009892513
09-09-2022,17833.34961,0.001943935
12-09-2022,17936.34961,0.005775696
13-09-2022,18070.05078,0.007454202
14-09-2022,18003.75,-0.003669098
15-09-2022,17877.40039,-0.007017961
16-09-2022,17530.84961,-0.019384853
19-09-2022,17622.25,0.005213689
20-09-2022,17816.25,0.01100881
21-09-2022,17718.34961,-0.005495005
22-09-2022,17629.80078,-0.004997578
23-09-2022,17327.34961,-0.017155677
26-09-2022,17016.30078,-0.017951322
27-09-2022,17007.40039,-0.000523051
28-09-2022,16858.59961,-0.008749178
29-09-2022,16818.09961,-0.002402335
30-09-2022,17094.34961,0.016425756
03-10-2022,16887.34961,-0.012109264
04-10-2022,17274.30078,0.022913671
06-10-2022,17331.80078,0.003328644
07-10-2022,17314.65039,-0.000989533
10-10-2022,17241,-0.004253646
11-10-2022,16983.55078,-0.014932383
12-10-2022,17123.59961,0.008246145
13-10-2022,17014.34961,-0.006380084
14-10-2022,17185.69922,0.010070888
17-10-2022,17311.80078,0.007337587
18-10-2022,17486.94922,0.010117286
19-10-2022,17512.25,0.001446838
20-10-2022,17563.94922,0.002952175
21-10-2022,17576.30078,0.000703234
24-10-2022,17730.75,0.008787356
25-10-2022,17656.34961,-0.004196122
27-10-2022,17736.94922,0.004564908
28-10-2022,17786.80078,0.002810605
31-10-2022,18012.19922,0.01267223
01-11-2022,18145.40039,0.007395053
02-11-2022,18082.84961,-0.003447198
03-11-2022,18052.69922,-0.001667347
04-11-2022,18117.15039,0.003570168
07-11-2022,18202.80078,0.004727586
09-11-2022,18157,-0.002516139
10-11-2022,18028.19922,-0.007093726
11-11-2022,18349.69922,0.017833173
14-11-2022,18329.15039,-0.001119846
15-11-2022,18403.40039,0.004050924
16-11-2022,18409.65039,0.000339611
17-11-2022,18343.90039,-0.003571496
18-11-2022,18307.65039,-0.001976134
21-11-2022,18159.94922,-0.00806773
22-11-2022,18244.19922,0.00463933
23-11-2022,18267.25,0.001263458
24-11-2022,18484.09961,0.01187095
25-11-2022,18512.75,0.001550002
28-11-2022,18562.75,0.002700841
29-11-2022,18618.05078,0.002979127
30-11-2022,18758.34961,0.007535635
01-12-2022,18812.5,0.002886735
02-12-2022,18696.09961,-0.006187396
05-12-2022,18701.05078,0.000264824
06-12-2022,18642.75,-0.003117514
07-12-2022,18560.5,-0.004411903
08-12-2022,18609.34961,0.002631912
09-12-2022,18496.59961,-0.006058782
12-12-2022,18497.15039,2.97774E-05
13-12-2022,18608,0.005992794
14-12-2022,18660.30078,0.002810661
15-12-2022,18414.90039,-0.013150934
16-12-2022,18269,-0.007922953
19-12-2022,18420.44922,0.008289957
20-12-2022,18385.30078,-0.001908121
21-12-2022,18199.09961,-0.01012772
22-12-2022,18127.34961,-0.003942503
23-12-2022,17806.80078,-0.01768316
26-12-2022,18014.59961,0.011669633
27-12-2022,18132.30078,0.006533655
28-12-2022,18122.5,-0.000540515
29-12-2022,18191,0.003779832
30-12-2022,18105.30078,-0.004711078
02-01-2023,18197.44922,0.005089583
03-01-2023,18232.55078,0.001928928
04-01-2023,18042.94922,-0.010399069
05-01-2023,17992.15039,-0.002815439
06-01-2023,17859.44922,-0.007375504
09-01-2023,18101.19922,0.013536252
10-01-2023,17914.15039,-0.010333505
11-01-2023,17895.69922,-0.001029978
12-01-2023,17858.19922,-0.002095476
13-01-2023,17956.59961,0.005510096
16-01-2023,17894.84961,-0.003438847
17-01-2023,18053.30078,0.008854569
18-01-2023,18165.34961,0.006206556
19-01-2023,18107.84961,-0.003165367
20-01-2023,18027.65039,-0.004428975
23-01-2023,18118.55078,0.005042276
24-01-2023,18118.30078,-1.3798E-05
25-01-2023,17891.94922,-0.01249298
27-01-2023,17604.34961,-0.016074247
30-01-2023,17648.94922,0.002533443
31-01-2023,17662.15039,0.000747986
01-02-2023,17616.30078,-0.002595925
02-02-2023,17610.40039,-0.000334939
03-02-2023,17854.05078,0.013835596
06-02-2023,17764.59961,-0.005010133
07-02-2023,17721.5,-0.002426151
08-02-2023,17871.69922,0.008475536
09-02-2023,17893.44922,0.001217008
10-02-2023,17856.5,-0.002064958
13-02-2023,17770.90039,-0.004793751
14-02-2023,17929.84961,0.008944354
15-02-2023,18015.84961,0.004796471
16-02-2023,18035.84961,0.001110134
17-02-2023,17944.19922,-0.005081568
20-02-2023,17844.59961,-0.005550518
21-02-2023,17826.69922,-0.001003126
22-02-2023,17554.30078,-0.015280363
23-02-2023,17511.25,-0.002452435
24-02-2023,17465.80078,-0.00259543
27-02-2023,17392.69922,-0.004185411
28-02-2023,17303.94922,-0.005102716
01-03-2023,17450.90039,0.008492349
02-03-2023,17321.90039,-0.007392169
03-03-2023,17594.34961,0.015728599
06-03-2023,17711.44922,0.006655524
08-03-2023,17754.40039,0.002425051
09-03-2023,17589.59961,-0.00928225
10-03-2023,17412.90039,-0.010045665
13-03-2023,17154.30078,-0.014851036
14-03-2023,17043.30078,-0.006470681
15-03-2023,16972.15039,-0.004174684
16-03-2023,16985.59961,0.000792429
17-03-2023,17100.05078,0.00673813
20-03-2023,16988.40039,-0.006529243
21-03-2023,17107.5,0.007010643
22-03-2023,17151.90039,0.002595376
23-03-2023,17076.90039,-0.004372693
24-03-2023,16945.05078,-0.007720933
27-03-2023,16985.69922,0.002398838
28-03-2023,16951.69922,-0.002001684
29-03-2023,17080.69922,0.007609857
31-03-2023,17359.75,0.016337199
03-04-2023,17398.05078,0.002206298
05-04-2023,17557.05078,0.009138955
06-04-2023,17599.15039,0.002397875
10-04-2023,17624.05078,0.001414863
11-04-2023,17722.30078,0.005574768
12-04-2023,17812.40039,0.005083968
13-04-2023,17828,0.000875772
